Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2002-04-04,BPCL,EQ,322.75,320.0,327.25,320.0,322.7,323.1,323.72,509613,16497444655000.002,,132100.0,0.25920000000000004
2002-04-05,BPCL,EQ,323.1,322.7,330.0,317.0,318.85,319.45,324.13,1210205,39226392080000.0,,379708.0,0.3138
2002-04-08,BPCL,EQ,319.45,320.0,323.0,310.15,311.0,311.1,314.41,704716,22157051290000.0,,244107.0,0.3464
2002-04-09,BPCL,EQ,311.1,312.0,320.55,306.0,317.5,317.2,316.42,1156796,36603291770000.0,,259232.0,0.2241
2002-04-10,BPCL,EQ,317.2,315.0,320.45,309.5,311.9,311.05,315.33,646430,20383650785000.0,,269135.0,0.41630000000000006
2002-04-11,BPCL,EQ,311.05,312.7,317.9,309.15,314.85,314.2,314.44,821801,25840394225000.0,,316552.0,0.38520000000000004
2002-04-12,BPCL,EQ,314.2,316.7,321.0,313.5,315.8,315.8,317.48,557772,17708362990000.0,,152425.0,0.2733
2002-04-15,BPCL,EQ,315.8,316.7,320.0,299.55,304.0,303.7,309.33,546262,16897580269999.998,,184413.0,0.3376
2002-04-16,BPCL,EQ,303.7,305.0,312.95,303.1,309.0,309.2,308.89,874801,27021881914999.996,,,
2002-04-17,BPCL,EQ,309.2,313.8,313.8,298.1,300.0,300.25,305.09,749498,22866229525000.0,,273032.0,0.3643
2002-04-18,BPCL,EQ,300.25,330.0,330.0,294.5,296.15,296.4,299.69,1257392,37682735505000.0,,382266.0,0.304
2002-04-19,BPCL,EQ,296.4,267.85,325.35,267.85,280.7,280.9,284.86,1369854,39021823750000.0,,607553.0,0.4435
2002-04-22,BPCL,EQ,280.9,279.7,285.0,273.2,279.0,277.9,279.62,1374618,38436825225000.0,,474040.0,0.34490000000000004
2002-04-23,BPCL,EQ,277.9,278.25,288.8,278.25,284.5,284.4,283.97,824217,23405278060000.0,,197513.0,0.2396
2002-04-24,BPCL,EQ,284.4,299.7,299.7,283.25,286.0,286.0,286.4,777577,22270151530000.0,,,
2002-04-25,BPCL,EQ,286.0,286.7,286.9,275.0,278.85,277.15,279.99,767929,21501031520000.0,,475820.0,0.3079
2002-04-26,BPCL,EQ,277.15,280.15,283.45,277.0,280.0,278.85,280.4,502678,14095056219999.998,,128284.0,0.2552
2002-04-29,BPCL,EQ,278.85,280.0,286.9,276.2,281.55,281.45,282.98,668456,18915933300000.0,,239056.0,0.3576
2002-04-30,BPCL,EQ,281.45,282.0,293.8,281.5,293.0,292.7,287.91,1212551,34910835855000.0,,,
2002-05-02,BPCL,EQ,292.7,299.7,300.8,293.55,296.15,296.55,297.13,1340914,39843141745000.0,,477650.0,0.35619999999999996
2002-05-03,BPCL,EQ,296.55,295.0,295.0,285.1,286.55,287.3,288.23,893016,25739432755000.0,,298185.0,0.33390000000000003
2002-05-06,BPCL,EQ,287.3,289.95,293.6,288.0,291.2,291.15,290.27,776321,22533902105000.0,,299174.0,0.3854
2002-05-07,BPCL,EQ,291.15,292.0,295.9,290.0,293.6,293.65,292.68,446066,13055613905000.0,,124886.0,0.28
2002-05-08,BPCL,EQ,293.65,295.0,295.5,290.0,292.3,291.25,292.17,464975,13585304140000.0,,214413.0,0.4611
2002-05-09,BPCL,EQ,291.25,295.9,312.85,290.55,305.2,308.55,303.03,1914165,58004132985000.0,,428445.0,0.2238
2002-05-10,BPCL,EQ,308.55,307.0,308.9,296.5,299.0,299.85,301.77,1454768,43899825730000.0,,335646.0,0.23070000000000002
2002-05-13,BPCL,EQ,299.85,300.25,305.6,298.7,300.5,299.8,301.99,659187,19906597115000.0,,162633.0,0.24670000000000003
2002-05-14,BPCL,EQ,299.8,302.0,304.8,295.65,300.1,301.45,300.74,840651,25282011000000.0,,150223.0,0.17870000000000003
2002-05-15,BPCL,EQ,301.45,300.05,302.4,286.0,288.0,287.45,292.98,973477,28520738545000.0,,371486.0,0.3816
2002-05-16,BPCL,EQ,287.45,290.0,297.6,285.15,296.5,295.25,291.7,889833,25956749710000.0,,229437.0,0.25780000000000003
2002-05-17,BPCL,EQ,295.25,296.1,298.0,268.25,285.85,285.35,282.67,1975924,55854031729999.99,,322373.0,0.1632
2002-05-20,BPCL,EQ,285.35,300.0,300.0,276.7,282.5,283.35,285.45,1771278,50561626575000.0,,549588.0,0.3103
2002-05-21,BPCL,EQ,283.35,281.0,281.0,264.0,274.1,273.15,272.04,1009552,27464210600000.0,,282991.0,0.2803
2002-05-22,BPCL,EQ,273.15,270.8,276.4,267.55,271.0,271.5,271.96,607687,16526426280000.002,,142154.0,0.2339
2002-05-23,BPCL,EQ,271.5,281.0,294.0,271.0,271.15,273.4,278.39,1752553,48788885135000.0,,509838.0,0.2909
2002-05-24,BPCL,EQ,273.4,275.1,284.75,275.1,281.5,282.45,280.09,1746307,48912012800000.0,,815058.0,0.4667
2002-05-27,BPCL,EQ,282.45,272.0,275.0,260.0,267.5,266.9,265.32,1539031,40832824095000.0,,453838.0,0.2949
2002-05-28,BPCL,EQ,266.9,270.0,270.0,249.15,250.25,251.05,254.61,1790980,45599854000000.0,,508234.0,0.2838
2002-05-29,BPCL,EQ,251.05,247.05,262.1,228.35,259.4,259.95,250.81,1967912,49357734625000.0,,,
2002-05-30,BPCL,EQ,259.95,256.4,262.9,249.9,251.45,250.85,254.19,1704472,43326791845000.0,,,
2002-05-31,BPCL,EQ,250.85,254.0,260.9,251.5,256.0,256.65,255.92,1197338,30641901755000.0,,,
2002-06-03,BPCL,EQ,256.65,260.6,265.1,253.35,257.8,257.95,259.55,1864727,48399627450000.0,,341798.0,0.1833
2002-06-04,BPCL,EQ,257.95,247.05,253.8,244.5,248.0,248.3,248.93,2393133,59571479010000.0,,533302.0,0.22280000000000003
2002-06-05,BPCL,EQ,248.3,245.8,249.45,241.1,246.5,246.35,245.29,1664293,40823483390000.0,,569009.0,0.3419
2002-06-06,BPCL,EQ,246.35,250.0,252.45,247.25,248.5,248.45,249.54,863692,21552745435000.0,,212906.0,0.2465
2002-06-07,BPCL,EQ,248.45,247.0,253.0,245.35,250.65,251.3,248.36,794817,19740355250000.0,,319674.0,0.4022
2002-06-10,BPCL,EQ,251.3,253.1,260.0,253.0,260.0,257.45,255.92,720375,18435812215000.0,,262283.0,0.3641
2002-06-11,BPCL,EQ,257.45,263.0,267.95,262.65,265.75,266.5,265.88,1062245,28242495660000.004,,458740.0,0.4319
2002-06-12,BPCL,EQ,266.5,267.25,286.85,265.0,284.15,284.85,279.67,3217283,89978208735000.0,,1190930.0,0.37020000000000003
2002-06-13,BPCL,EQ,284.85,288.3,290.5,278.3,282.0,280.45,283.29,913098,25867055835000.0,,215780.0,0.23629999999999998
2002-06-14,BPCL,EQ,280.45,280.1,294.4,277.25,290.0,290.9,286.37,1427362,40875837245000.0,,397917.0,0.2788
2002-06-17,BPCL,EQ,290.9,296.0,296.0,284.0,285.0,285.85,288.05,677557,19516921000000.0,,137848.0,0.2034
2002-06-18,BPCL,EQ,285.85,287.7,287.7,279.5,282.25,282.5,282.47,456411,12892243870000.0,,136394.0,0.2988
2002-06-19,BPCL,EQ,282.5,282.8,284.4,277.1,281.0,280.45,280.29,628743,17623234225000.0,,170989.0,0.272
2002-06-20,BPCL,EQ,280.45,273.8,276.8,267.1,268.0,268.75,270.89,1005142,27228264970000.0,,409113.0,0.40700000000000003
2002-06-21,BPCL,EQ,268.75,271.9,271.9,261.5,264.7,263.75,264.24,638675,16876390825000.0,,279451.0,0.4375
2002-06-24,BPCL,EQ,263.75,263.1,264.75,260.15,262.9,262.45,262.75,677045,17789345415000.0,,270106.0,0.39890000000000003
2002-06-25,BPCL,EQ,262.45,256.9,265.0,256.9,260.75,261.1,261.26,314808,8224659895000.0,,91516.0,0.2907
2002-06-26,BPCL,EQ,261.1,260.0,265.0,258.0,261.9,263.2,262.01,513080,13443187819999.998,,98796.0,0.19260000000000002
2002-06-27,BPCL,EQ,263.2,264.1,270.75,263.05,265.8,265.15,266.94,1149572,30686280880000.0,,354260.0,0.30820000000000003
2002-06-28,BPCL,EQ,265.15,266.0,270.5,265.25,266.25,267.3,267.63,426024,11401837610000.0,,156968.0,0.36840000000000006
2002-07-01,BPCL,EQ,267.3,262.0,278.95,262.0,278.55,276.95,273.25,687909,18797226020000.0,,154761.0,0.225
2002-07-02,BPCL,EQ,276.95,277.0,280.9,270.1,278.1,277.3,275.14,1119560,30803122689999.996,,337081.0,0.3011
2002-07-03,BPCL,EQ,277.3,276.0,279.9,274.8,276.5,276.25,276.73,762447,21099363655000.0,,373763.0,0.4902
2002-07-04,BPCL,EQ,276.25,277.0,281.0,274.55,278.5,278.45,277.4,358124,9934251480000.0,,144141.0,0.4025
2002-07-05,BPCL,EQ,278.45,279.5,287.05,276.2,285.0,284.65,282.88,1362987,38556668655000.0,,279191.0,0.2048
2002-07-08,BPCL,EQ,284.65,289.0,289.0,283.15,283.15,284.25,285.74,567069,16203683040000.0,,232894.0,0.4107
2002-07-09,BPCL,EQ,284.25,284.8,285.8,282.5,285.0,284.55,283.53,273093,7743036780000.0,,141082.0,0.5166
2002-07-10,BPCL,EQ,284.55,284.0,290.15,282.65,284.25,284.35,286.94,801579,23000620855000.0,,193577.0,0.2415
2002-07-11,BPCL,EQ,284.35,281.2,285.5,275.95,279.1,280.55,279.88,625176,17497519715000.0,,262842.0,0.4204
2002-07-12,BPCL,EQ,280.55,286.25,291.15,284.55,288.25,288.55,288.55,1233666,35597905195000.0,,312100.0,0.253
2002-07-15,BPCL,EQ,288.55,289.0,298.9,284.5,298.3,295.0,290.74,1190177,34603162155000.0,,474646.0,0.39880000000000004
2002-07-16,BPCL,EQ,295.0,301.8,305.85,289.9,290.35,292.2,298.08,1842059,54907194975000.0,,365473.0,0.1984
2002-07-17,BPCL,EQ,292.2,288.0,290.8,282.1,289.5,289.05,286.35,869866,24908639650000.0,,234236.0,0.2693
2002-07-18,BPCL,EQ,289.05,295.0,311.0,295.0,309.0,309.3,304.79,3286022,100153038625000.0,,482227.0,0.1468
2002-07-19,BPCL,EQ,309.3,307.4,310.5,297.35,301.0,300.15,303.59,2763252,83888229095000.0,,550168.0,0.1991
2002-07-22,BPCL,EQ,300.15,295.7,297.85,292.35,294.5,294.4,295.11,830151,24498656440000.0,,187355.0,0.2257
2002-07-23,BPCL,EQ,294.4,294.0,309.0,291.0,308.0,307.5,301.39,1184644,35703631225000.0,,333852.0,0.2818
2002-07-24,BPCL,EQ,307.5,304.4,311.4,296.05,296.5,297.2,302.81,2237563,67756586610000.0,,479606.0,0.2143
2002-07-25,BPCL,EQ,297.2,302.0,306.0,294.0,304.1,304.15,300.79,2171337,65312608870000.01,,474963.0,0.2187
2002-07-26,BPCL,EQ,304.15,304.2,306.4,300.15,303.6,302.4,303.47,1411279,42827436365000.0,,325703.0,0.23079999999999998
2002-07-29,BPCL,EQ,302.4,304.0,304.0,287.05,296.5,294.7,292.39,984384,28781962330000.0,,210073.0,0.2134
2002-07-30,BPCL,EQ,294.7,300.0,301.2,293.55,295.1,297.05,297.76,1220881,36353324515000.0,,423276.0,0.3467
2002-07-31,BPCL,EQ,297.05,292.0,299.1,285.15,291.5,291.65,292.21,1541120,45032419925000.0,,467577.0,0.3034
2002-08-01,BPCL,EQ,291.65,293.25,298.7,290.25,292.8,292.2,294.26,977481,28763667510000.004,,364995.0,0.37340000000000007
2002-08-02,BPCL,EQ,292.2,284.5,292.85,284.5,291.8,291.35,289.53,548098,15869154894999.998,,132835.0,0.24239999999999998
2002-08-05,BPCL,EQ,291.35,290.0,295.9,289.5,295.9,294.6,293.62,344662,10119829570000.0,,79281.0,0.23
2002-08-06,BPCL,EQ,294.6,290.0,308.9,290.0,307.0,306.0,300.65,1245985,37460146955000.0,,262018.0,0.21030000000000001
2002-08-07,BPCL,EQ,306.0,320.0,320.0,304.0,305.5,306.6,309.68,2343380,72570187480000.0,,420198.0,0.1793
2002-08-08,BPCL,EQ,306.6,295.9,297.9,289.1,291.2,290.3,294.18,735266,21630242915000.0,,185778.0,0.2527
2002-08-09,BPCL,EQ,290.3,292.0,293.5,288.25,289.15,289.9,290.58,986790,28674119550000.0,,332499.0,0.337
2002-08-12,BPCL,EQ,289.9,278.25,292.35,278.25,290.5,289.85,285.59,1917004,54748266385000.0,,638817.0,0.3332
2002-08-13,BPCL,EQ,289.85,290.35,293.5,288.5,289.8,289.9,291.53,379792,11071997410000.0,,71492.0,0.1882
2002-08-14,BPCL,EQ,289.9,288.0,293.5,287.0,292.1,291.35,291.49,658872,19205407755000.0,,91289.0,0.1386
2002-08-16,BPCL,EQ,291.35,291.0,291.9,287.0,287.25,287.75,289.04,753175,21769416160000.0,,218687.0,0.2904
2002-08-19,BPCL,EQ,287.75,292.0,296.6,289.25,291.8,292.25,293.69,1249449,36695090475000.0,,242495.0,0.1941
2002-08-20,BPCL,EQ,292.25,293.0,293.6,289.6,290.4,290.0,291.04,537558,15645063430000.002,,210170.0,0.391
2002-08-21,BPCL,EQ,290.0,292.15,294.95,290.3,290.75,291.1,292.71,769529,22524818120000.0,,208992.0,0.2716
2002-08-22,BPCL,EQ,291.1,292.0,293.8,290.0,291.35,292.15,292.19,891123,26037837090000.0,,376813.0,0.4229
2002-08-23,BPCL,EQ,292.15,292.75,294.5,289.6,294.0,293.5,292.26,456782,13350110620000.0,,148985.0,0.3262
2002-08-26,BPCL,EQ,293.5,294.7,297.3,287.55,288.2,288.7,292.13,783407,22885940525000.0,,266318.0,0.33990000000000004
2002-08-27,BPCL,EQ,288.7,288.9,288.9,281.15,281.9,282.35,283.77,1090586,30947796660000.004,,470366.0,0.4313
2002-08-28,BPCL,EQ,282.35,282.9,299.0,281.25,285.8,284.95,286.6,1441544,41315129275000.0,,359866.0,0.24960000000000002
2002-08-29,BPCL,EQ,284.95,281.85,281.85,269.0,271.2,270.4,274.49,2354328,64624651735000.0,,1068084.0,0.4537
2002-08-30,BPCL,EQ,270.4,269.5,275.5,265.1,275.4,274.8,271.41,1021250,27717982835000.004,,263198.0,0.2577
2002-09-02,BPCL,EQ,274.8,276.0,277.0,260.55,261.4,261.75,265.63,1483287,39401072395000.0,,640396.0,0.43170000000000003
2002-09-03,BPCL,EQ,261.75,263.5,268.3,258.15,263.0,264.1,263.84,2353950,62105925679999.99,,737399.0,0.31329999999999997
2002-09-04,BPCL,EQ,264.1,267.65,274.15,263.6,271.85,271.45,270.18,2572876,69514432885000.0,,444515.0,0.1728
2002-09-05,BPCL,EQ,271.45,269.9,272.45,263.1,263.25,264.4,268.01,1349643,36172341540000.0,,341517.0,0.253
2002-09-06,BPCL,EQ,264.4,261.9,262.0,249.65,254.6,253.5,254.88,2397593,61109141854999.99,,509462.0,0.2125
2002-09-09,BPCL,EQ,253.5,239.7,239.7,199.3,203.4,202.4,211.89,11820369,250459808430000.03,,1765007.0,0.1493
2002-09-11,BPCL,EQ,202.4,203.9,213.0,202.65,208.2,207.15,208.41,5375539,112033301650000.0,,1005498.0,0.18710000000000002
2002-09-12,BPCL,EQ,207.15,209.9,215.45,207.85,210.5,210.55,212.53,3712424,78899519405000.0,,711650.0,0.1917
2002-09-13,BPCL,EQ,210.55,209.85,211.6,204.5,206.45,206.05,207.4,2084942,43241671240000.0,,285441.0,0.1369
2002-09-16,BPCL,EQ,206.05,207.8,207.8,198.8,201.7,201.15,201.38,3428376,69041193479999.99,,650952.0,0.18989999999999999
2002-09-17,BPCL,EQ,201.15,201.15,205.5,195.0,198.4,197.9,198.11,3356362,66494179110000.0,,699090.0,0.20829999999999999
2002-09-18,BPCL,EQ,197.9,195.5,196.7,187.5,188.0,189.35,191.3,4530325,86667060475000.0,,1086281.0,0.2398
2002-09-19,BPCL,EQ,189.35,188.0,192.25,186.0,191.5,191.15,189.4,2991453,56656911990000.0,,496051.0,0.16579999999999998
2002-09-20,BPCL,EQ,191.15,187.95,196.0,185.0,193.75,193.8,193.3,3533856,68309522470000.01,,588215.0,0.16649999999999998
2002-09-23,BPCL,EQ,193.8,194.1,195.9,191.0,193.0,192.85,192.97,1224324,23625793755000.0,,239471.0,0.1956
2002-09-24,BPCL,EQ,192.85,191.0,193.9,189.1,192.9,192.95,191.82,1545070,29637224120000.0,,339177.0,0.2195
2002-09-25,BPCL,EQ,192.95,190.1,192.9,188.5,190.8,190.85,190.33,1684722,32066085995000.0,,632760.0,0.37560000000000004
2002-09-26,BPCL,EQ,190.85,180.0,192.45,180.0,188.5,189.0,189.61,643689,12205094735000.0,,212540.0,0.33020000000000005
2002-09-27,BPCL,EQ,189.0,188.0,191.9,186.0,186.85,186.55,187.88,2354272,44231378900000.0,,,
2002-09-30,BPCL,EQ,186.55,180.0,180.7,170.8,171.75,172.0,175.1,4035785,70667849270000.0,,1420342.0,0.2223
2002-10-01,BPCL,EQ,172.0,170.5,176.9,169.35,175.2,175.6,173.91,3046905,52987869845000.0,,391314.0,0.12840000000000001
2002-10-03,BPCL,EQ,175.6,181.0,181.0,176.5,177.45,178.05,178.11,1698321,30249423095000.0,,304882.0,0.1795
2002-10-04,BPCL,EQ,178.05,176.0,183.2,176.0,182.2,182.1,181.32,1941804,35208675195000.0,,198296.0,0.10210000000000001
2002-10-07,BPCL,EQ,182.1,191.0,211.7,191.0,205.35,208.05,205.87,8708415,179281556490000.0,,1178647.0,0.1353
2002-10-08,BPCL,EQ,208.05,209.0,215.3,207.1,207.65,208.4,211.19,5193215,109676667759999.98,,562083.0,0.1082
2002-10-09,BPCL,EQ,208.4,213.0,220.0,207.1,208.0,208.35,211.74,3081193,65241910685000.0,,387056.0,0.12560000000000002
2002-10-10,BPCL,EQ,208.35,209.0,209.95,201.05,205.75,205.0,205.19,2744823,56319965529999.99,,323709.0,0.11789999999999999
2002-10-11,BPCL,EQ,205.0,208.0,209.8,203.75,205.0,204.8,207.06,2523969,52262456960000.0,,506441.0,0.20070000000000002
2002-10-14,BPCL,EQ,204.8,204.0,204.0,180.0,195.0,195.05,193.8,2015757,39065850980000.0,,389572.0,0.1933
2002-10-16,BPCL,EQ,195.05,193.5,194.7,184.2,184.5,185.45,188.02,3024858,56872338100000.0,,815503.0,0.2696
2002-10-17,BPCL,EQ,185.45,186.9,193.0,184.1,192.0,191.9,189.17,2231654,42216386325000.0,,214394.0,0.09609999999999999
2002-10-18,BPCL,EQ,191.9,196.0,198.8,191.1,193.25,193.9,195.61,2246446,43942200855000.0,,390896.0,0.174
2002-10-21,BPCL,EQ,193.9,195.0,195.0,190.75,192.3,192.15,192.29,831858,15995447030000.002,,138009.0,0.1659
2002-10-22,BPCL,EQ,192.15,192.3,196.2,191.3,192.85,192.65,193.7,992371,19221907385000.0,,135112.0,0.1362
2002-10-23,BPCL,EQ,192.65,192.0,193.9,191.4,191.6,191.75,192.59,684751,13187872655000.0,,219516.0,0.32060000000000005
2002-10-24,BPCL,EQ,191.75,191.95,194.75,191.95,193.0,193.35,193.4,813582,15735028260000.0,,279750.0,0.34380000000000005
2002-10-25,BPCL,EQ,193.35,193.55,194.4,183.55,189.3,189.0,187.93,1529301,28739650345000.0,,383432.0,0.25070000000000003
2002-10-28,BPCL,EQ,189.0,190.0,195.1,186.65,188.6,188.55,189.44,1121092,21237810510000.0,,434632.0,0.38770000000000004
2002-10-29,BPCL,EQ,188.55,191.0,196.7,189.25,192.5,192.8,193.72,2323273,45006956200000.0,,423422.0,0.18230000000000002
2002-10-30,BPCL,EQ,192.8,205.0,205.0,193.5,194.8,194.75,197.98,3356235,66447844979999.99,,403041.0,0.1201
2002-10-31,BPCL,EQ,194.75,193.9,193.9,188.0,188.8,189.3,190.32,1957620,37258394260000.0,,524908.0,0.2681
2002-11-01,BPCL,EQ,189.3,190.7,195.9,189.55,193.95,193.8,193.51,2014854,38988463960000.0,,,
2002-11-04,BPCL,EQ,193.8,197.9,197.9,192.05,193.5,193.65,193.58,350599,6786857250000.0,,380888.0,0.161
2002-11-05,BPCL,EQ,193.65,193.0,193.0,187.2,188.05,188.65,189.26,1814386,34338417495000.0,,604425.0,0.3331
2002-11-07,BPCL,EQ,188.65,186.9,186.9,182.35,184.0,184.35,184.53,892858,16476285565000.0,,263953.0,0.2956
2002-11-08,BPCL,EQ,184.35,181.25,189.0,181.25,187.75,187.75,187.05,1163776,21768345865000.0,,237950.0,0.2045
2002-11-11,BPCL,EQ,187.75,186.0,192.35,186.0,188.5,188.75,189.9,910701,17293922590000.0,,163093.0,0.1791
2002-11-12,BPCL,EQ,188.75,189.0,189.4,183.8,184.7,184.65,186.38,992963,18506429030000.0,,353511.0,0.35600000000000004
2002-11-13,BPCL,EQ,184.65,188.0,189.0,184.25,184.75,185.0,186.5,840792,15680482344999.998,,316210.0,0.3761
2002-11-14,BPCL,EQ,185.0,187.9,188.8,183.5,185.15,185.35,186.59,1338022,24966607250000.0,,300295,0.22440000000000002
2002-11-15,BPCL,EQ,185.35,186.0,187.45,184.5,184.7,185.65,185.95,658388,12242433195000.0,,240094,0.36469999999999997
2002-11-18,BPCL,EQ,185.65,187.15,188.65,185.15,186.05,186.05,186.91,1176175,21984363200000.0,,399683,0.3398
2002-11-20,BPCL,EQ,186.05,182.9,186.0,156.4,185.1,185.1,183.03,1995049,36516298450000.0,,631296,0.3164
2002-11-21,BPCL,EQ,185.1,185.2,187.2,184.5,185.4,185.85,185.46,1022607,18965388930000.0,,437319,0.4277
2002-11-22,BPCL,EQ,185.85,186.0,186.0,183.55,184.75,184.65,184.56,616616,11380488395000.0,,275601,0.44700000000000006
2002-11-25,BPCL,EQ,184.65,186.55,187.95,184.0,185.0,185.2,186.45,977530,18225562925000.0,,352880,0.36100000000000004
2002-11-26,BPCL,EQ,185.2,186.5,189.4,186.0,187.5,187.2,187.83,1646834,30931773410000.004,,653632,0.3969
2002-11-27,BPCL,EQ,187.2,188.05,192.5,186.15,187.05,186.95,189.21,1784782,33770435445000.0,,675975,0.3787
2002-11-28,BPCL,EQ,186.95,188.5,191.75,187.15,188.3,188.15,189.05,2584094,48851524515000.0,,827784,0.32030000000000003
2002-11-29,BPCL,EQ,188.15,189.0,191.9,188.55,191.3,190.65,190.48,1523574,29021654705000.0,,612138,0.4018
2002-12-02,BPCL,EQ,190.65,193.0,206.2,192.0,199.3,200.65,200.89,5093079,102314182585000.0,,1223455,0.2402
2002-12-03,BPCL,EQ,200.65,202.7,207.2,193.05,193.95,194.55,201.52,3207367,64634813070000.01,,555148,0.1731
2002-12-04,BPCL,EQ,194.55,194.0,199.05,192.0,197.3,197.4,196.89,1991844,39217208295000.0,,341396,0.1714
2002-12-05,BPCL,EQ,197.4,197.4,199.9,193.5,195.4,195.05,196.96,2961203,58324415179999.99,,827526,0.2795
2002-12-06,BPCL,EQ,195.05,219.0,233.9,212.35,215.05,216.55,219.56,8973710,197027189005000.0,,1565442,0.17440000000000003
2002-12-09,BPCL,EQ,216.55,223.95,231.4,201.15,203.5,206.75,219.32,12140424,266265143710000.0,,1369585,0.1128
2002-12-10,BPCL,EQ,206.75,200.9,205.0,198.0,200.25,200.1,200.5,4778662,95811525925000.0,,1265692,0.26489999999999997
2002-12-11,BPCL,EQ,200.1,204.4,211.2,202.55,206.5,206.1,207.39,4933333,102312283145000.0,,949038,0.1924
2002-12-12,BPCL,EQ,206.1,208.95,216.35,207.8,214.8,214.95,212.46,4894077,103981407285000.0,,1264438,0.2584
2002-12-13,BPCL,EQ,214.95,217.55,220.45,216.1,220.05,219.2,218.21,2821332,61563575690000.0,,523021,0.18539999999999998
2002-12-16,BPCL,EQ,219.2,224.0,225.5,211.7,212.8,213.25,219.26,4343428,95232580665000.0,,1054328,0.2427
2002-12-17,BPCL,EQ,213.25,213.1,214.5,207.1,210.7,210.7,210.34,2580260,54273078725000.0,,539375,0.209
2002-12-18,BPCL,EQ,210.7,210.05,213.25,209.05,210.0,209.6,211.17,1310555,27674831585000.004,,322542,0.2461
2002-12-19,BPCL,EQ,209.6,208.5,214.15,205.6,213.1,212.95,210.23,2206480,46387570940000.0,,715246,0.32420000000000004
2002-12-20,BPCL,EQ,212.95,212.05,213.95,210.0,210.3,210.65,211.53,843600,17844685705000.0,,188481,0.22340000000000002
2002-12-23,BPCL,EQ,210.65,210.9,214.3,210.55,211.05,211.15,212.31,831090,17644799945000.0,,164156,0.1975
2002-12-24,BPCL,EQ,211.15,212.5,212.5,210.15,211.6,211.5,211.57,707651,14972003144999.998,,158199,0.2236
2002-12-26,BPCL,EQ,211.5,214.9,218.0,211.65,214.0,214.1,215.24,3574673,76940621940000.0,,1373297,0.38420000000000004
2002-12-27,BPCL,EQ,214.1,216.5,223.65,215.0,219.25,218.8,220.2,4374065,96318063295000.0,,642842,0.147
2002-12-30,BPCL,EQ,218.8,207.5,213.5,203.5,213.0,212.75,210.48,2809122,59125482625000.0,,430884,0.1534
2002-12-31,BPCL,EQ,212.75,214.0,219.7,213.1,216.6,216.65,217.23,2425286,52684064660000.0,,320733,0.1322
2003-01-01,BPCL,EQ,216.65,217.45,226.4,216.6,225.65,224.5,221.86,3513493,77950885715000.0,,611017,0.1739
2003-01-02,BPCL,EQ,224.5,228.0,240.4,222.45,231.5,231.6,232.32,12355904,287053133360000.0,,1521472,0.1231
2003-01-03,BPCL,EQ,231.6,232.0,238.3,229.3,230.75,231.0,233.78,7452343,174218842165000.0,,820279,0.1101
2003-01-06,BPCL,EQ,231.0,231.15,234.35,225.55,227.6,226.6,229.34,3296458,75602093735000.0,,406145,0.1232
2003-01-07,BPCL,EQ,226.6,226.65,230.9,224.7,228.85,228.6,228.14,4088986,93286833325000.0,,320466,0.0784
2003-01-08,BPCL,EQ,228.6,229.9,233.3,229.75,231.1,231.75,231.75,2040512,47289538655000.0,,379720,0.1861
2003-01-09,BPCL,EQ,231.75,233.0,236.3,231.7,233.8,233.7,234.32,2445115,57294738754999.99,,576151,0.2356
2003-01-10,BPCL,EQ,233.7,235.1,236.4,228.25,230.5,230.15,230.75,1743999,40243573220000.0,,410987,0.23570000000000002
2003-01-13,BPCL,EQ,230.15,227.75,229.0,224.8,225.55,225.8,226.45,1036523,23472077530000.0,,200178,0.1931
2003-01-14,BPCL,EQ,225.8,226.9,228.7,223.6,223.9,224.35,225.95,1173859,26522940065000.0,,344026,0.29309999999999997
2003-01-15,BPCL,EQ,224.35,225.4,227.65,224.6,225.95,225.65,226.21,926781,20964446640000.0,,212641,0.22940000000000002
2003-01-16,BPCL,EQ,225.65,227.4,230.45,226.0,227.95,227.9,228.38,2043503,46670403490000.0,,260805,0.1276
2003-01-17,BPCL,EQ,227.9,230.0,231.8,227.1,227.15,227.9,229.32,1649531,37827246170000.0,,217444,0.1318
2003-01-20,BPCL,EQ,227.9,228.5,234.0,225.0,226.0,226.55,228.1,1559262,35566194445000.0,,131964,0.08460000000000001
2003-01-21,BPCL,EQ,226.55,230.95,231.9,221.3,222.75,222.5,225.38,2722063,61349286495000.01,,641526,0.23570000000000002
2003-01-22,BPCL,EQ,222.5,223.1,224.85,219.6,221.25,221.0,222.4,872010,19393513360000.0,,219392,0.2516
2003-01-23,BPCL,EQ,221.0,222.0,223.2,217.1,218.0,218.0,219.39,634060,13910802719999.998,,176063,0.2777
2003-01-24,BPCL,EQ,218.0,219.85,222.15,212.2,213.75,214.45,216.54,1618015,35037297910000.004,,358877,0.2218
2003-01-27,BPCL,EQ,214.45,230.0,230.0,199.3,200.55,200.85,207.87,3196870,66453376025000.0,,764092,0.239
2003-01-28,BPCL,EQ,200.85,200.1,200.1,188.6,194.6,194.65,193.06,3252484,62793370520000.01,,1198443,0.3685
2003-01-29,BPCL,EQ,194.65,197.0,199.7,190.7,194.0,194.75,195.32,1720197,33598196350000.0,,562946,0.3273
